MAPA ->,Mapa - por partido y fuente de origen de datos,,,,,,,275,0,286,92,444,226,202,,,,
694,,Ubicación,,,,,,Categoría de uso y dominio,,,,,,,,,,
Propiedad_ID,Descripción,Dirección oficial,Ubicación,Localidad,Lat,Long,Direcciones secundarias,En Índice GCBA,En Índice PBA,En Templos,En alquileres,En Destinos,En Relev,En entes,Fuentes disponibles,Categoría de uso,Universo dominial,Estado validación
PROP_0413,Propiedad dependiente de la Parroquia Resurrección del Señor,Dorrego Av. 1046,Ver en mapa,CABA,-34.589257,-58.44626,Dorrego Av. 1048,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0414,Instituto San Judas Tadeo,Somellera y De Vedia,Ver en mapa,CABA,-34.643789,-58.435794,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0415,Propiedad dependiente de la Parroquia Niño Jesús,"Dellepiane, Luis, Tte. Gral. 5760",Ver en mapa,CABA,-34.676196,-58.477527,,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0416,Propiedad dependiente de Parroquia Jesús Misericordioso,"Rivera, Pedro I., Dr. 4755",Ver en mapa,CABA,-34.570056,-58.484022,"Rivera, Pedro I., Dr. 4779",✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Destinos",Parroquia y anexos,U1,
PROP_0417,Propiedad destinada a la Parroquia Nuestra Señora de Caacupé,Aguero 725,Ver en mapa,CABA,-34.601753,-58.41111,Aguero 727,✅,,,,✅,,,"Índice GCBA, Destinos","Parroquia y anexos, a definir",U1-U3/Sin relevar,
PROP_0418,Propiedad dependiente de Cáritas Bs. As.,"Quinquela Martin, Benito 1267",Ver en mapa,CABA,-34.6428,-58.368256,"Quinquela Martin, Benito 1271 | Quinquela Martin, Benito 1269",✅,,,,✅,,,"Índice GCBA, Destinos",Cáritas,U1-U3/Sin relevar,
PROP_0419,Propiedad dependendiente de la Parroquia San Ramón Nonato,"Carranza, Carlos 4862",Ver en mapa,CABA,-34.625921,-58.502717,,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0420,Sin dirección - buscar por parcela,Mariano Acosta y Sin Nombre Oficial,Ver en mapa,CABA,-34.655727,-58.454696,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0421,Caritas Parroquial de Nuestra Señora de la Paz,Azul 59,Ver en mapa,CABA,-34.633163,-58.475333,Azul 61,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0422,Cerca Parroquia Virgen Inmaculada (Soldati),Mariano Acosta y Castañares,Ver en mapa,CABA,-34.653928,-58.456996,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0423,Casa Belgrano R,Olazabal Av. 3835,Ver en mapa,CABA,-34.569043,-58.47327,Olazabal Av. 3837,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0424,Instituto Cristo Maestro. Centro Educativo Juan Pablo II,"Korn, Alejandro, Dr. 4243",Ver en mapa,CABA,-34.61981,-58.495306,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0425,Propiedad dependiente de la Comisión Arquidiocesana de Minoridad para la Pastoral de niñez y adolescencia en riesgo,Republica Bolivariana De Venezuela 1232,Ver en mapa,CABA,-34.614454,-58.383628,,✅,,,,✅,,,"Índice GCBA, Destinos",Instituciones diocesanas propias,U1-U3/Sin relevar,
PROP_0426,Nuestra Señora del Rosario del Milagro Piedra Buena (Cerca Nuestra Señora de la Paz),Crisostomo Alvarez y Montiel,Ver en mapa,CABA,-34.677286,-58.492317,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0427,Propiedad dependiente del Arzobispado,"Yrigoyen, Hipolito 672",Ver en mapa,CABA,-34.609296,-58.375882,"Yrigoyen, Hipolito 678",✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Destinos",Comerciales,U5,
PROP_0428,Propiedad dependiente de parroquia Nuestra Señora de Itati,"Acuña De Figueroa, Francisco 220",Ver en mapa,CABA,-34.608246,-58.423059,,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0429,INSTITUTO BETANIA,"Acuña De Figueroa, Francisco 855",Ver en mapa,CABA,-34.601033,-58.422238,"Acuña De Figueroa, Francisco 849",✅,,,,✅,,✅,"Índice GCBA, Destinos, Entes dependientes",a definir,U1-U3/Sin relevar,
PROP_0430,Parroquia Sacratísimo Corazón,Moliere 932,Ver en mapa,CABA,-34.630478,-58.507532,,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0431,frente a Pquia Cristo maestro,"Korn, Alejandro, Dr. 4281",Ver en mapa,CABA,-34.620031,-58.495573,"Korn, Alejandro, Dr. 4285 | Gualeguaychu 1669 | Gualeguaychu 1671",✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0432,Colegio Instituto Cristo Maestro,Gualeguaychu 1661,Ver en mapa,CABA,-34.620153,-58.495823,"Korn, Alejandro, Dr. 4287",✅,,,,✅,,,"Índice GCBA, Destinos",Escuela,U1-U3/Sin relevar,
PROP_0433,INSTITUTO CRISTO MAESTRO,"Korn, Alejandro, Dr. 4251",Ver en mapa,CABA,-34.619866,-58.495373,,✅,,,,,,✅,"Índice GCBA, Entes dependientes",a definir,U1-U3/Sin relevar,
PROP_0434,Colegio Parroquial San Isidro Labrador,San Isidro Labrador Av. 4700,Ver en mapa,CABA,-34.541958,-58.474586,Deheza 2528,✅,,,,✅,,,"Índice GCBA, Destinos",Escuela,U1-U3/Sin relevar,
PROP_0435,Cerca de Parroquia San Saturnino y San Judas Tadeo ,Somellera 1798,Ver en mapa,CABA,-34.644115,-58.437057,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0436,Parroquia Nuestra Señora de la Misericordia,Larrazabal 2437,Ver en mapa,CABA,-34.662038,-58.490575,Larrazabal 2441,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Destinos",Parroquia y anexos,U1,
PROP_0437,INSTITUTO INCORPORADO NUESTRA SEÑORA DEL PILAR  A 452,"Lopez, Vicente 1993",Ver en mapa,CABA,-34.589291,-58.39284,"Lopez, Vicente 1969 | Lopez, Vicente 1985 | Lopez, Vicente 1963 | Lopez, Vicente 1979 | Lopez, Vicente 1981 | Lopez, Vicente 1999",✅,,,,✅,✅,✅,"Índice GCBA, Relevamiento, Destinos, Entes dependientes",Escuela,U5,
PROP_0438,Parroquia Cristo Maestro pta atrás? no es misma parcela que calle Mercedes,"Korn, Alejandro, Dr. 4218",Ver en mapa,CABA,-34.619738,-58.495113,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0439,Propiedad dependiente de Cáritas Bs. As.,Fernandez 253,Ver en mapa,CABA,-34.638204,-58.485443,,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Destinos",Cáritas,U1,
PROP_0440,Averiguar,Allende 2840,Ver en mapa,CABA,-34.614369,-58.511981,,✅,,,,✅,,,"Índice GCBA, Destinos","Parroquia y anexos, a definir",U1-U3/Sin relevar,
PROP_0441,Propiedad dependiente de Cáritas Bs. As.,Melincue 5031,Ver en mapa,CABA,-34.615717,-58.51517,,✅,,,,✅,,,"Índice GCBA, Destinos",Cáritas,U1-U3/Sin relevar,
PROP_0442,Parroquia Espíritu Santo,Pacheco 2041,Ver en mapa,CABA,-34.5762,-58.481014,Pacheco 2043,✅,,,,,✅,,"Índice GCBA, Relevamiento",a definir,U1,
PROP_0443,Propiedad perteneciente a la Parroquia San Juan María Vianney,"Rivas, Gral. 2369",Ver en mapa,CABA,-34.598882,-58.482605,"Rivas, Gral. 2371",✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Destinos",Parroquia y anexos,U2,
PROP_0444,Colegio Parroquial San José de Flores,"Bonifacio, Jose 2445",Ver en mapa,CABA,-34.632544,-58.461852,,✅,,,,✅,,,"Índice GCBA, Destinos",Escuela,U1-U3/Sin relevar,
PROP_0445,Iglesia Catolica Santos Martires Coreanos,Thorne y Asamblea,Ver en mapa,CABA,-34.637396,-58.447323,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0446,Colegio San Cayetano (Mama Antula),Cuzco 180,Ver en mapa,CABA,-34.637497,-58.527985,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0447,Hogar San José dependiente de Regina Martyrum,"Moreno, Perito Av. 2482",Ver en mapa,CABA,-34.651072,-58.444327,"Moreno, Perito Av. 2486",✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0448,Propiedad dependiente de la parroquia Inmaculada Virgen de Fátima,Cortina 2789,Ver en mapa,CABA,-34.616436,-58.53031,Cortina 2791,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0449,Cerca Parroquia Santa Adela,"Dorrego Av. y Campos, Luis M. Av.",Ver en mapa,CABA,-34.574354,-58.431758,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0450,INSTITUTO SAN PEDRO ARZOBISPADO CIUDAD DE BUENOS AIRES,Bermudez 2050,Ver en mapa,CABA,-34.61968,-58.509306,"Almeira, Hilario De 5023 | Almeira, Hilario De 5031 | Bermudez 2052 | Almeira, Hilario De 5029",✅,,,,✅,✅,✅,"Índice GCBA, Relevamiento, Destinos, Entes dependientes",Escuela,U2,
PROP_0451,Propiedad dependiente de la parroquia San José del Talar,"Artigas, Jose Gervasio, Gral. 3563",Ver en mapa,CABA,-34.59171,-58.490151,,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0452,Colegio Parroquial San Pedro Apostol,Arregui 5038,Ver en mapa,CABA,-34.619653,-58.510309,Arregui 5034 | Arregui 5036 | Arregui 5040,✅,,,,✅,,,"Índice GCBA, Destinos",Escuela,U1-U3/Sin relevar,
PROP_0453,Colegio de Nuestra Señora,Esmeralda 739,Ver en mapa,CABA,-34.599376,-58.378219,Esmeralda 761 | Cordoba Av. 762 | Cordoba Av. 772 | Cordoba Av. 764 | Cordoba Av. 766,✅,,,,✅,,,"Índice GCBA, Destinos",Escuela,U1-U3/Sin relevar,
PROP_0454,Casa perteneciente parroquia San Isidro Labrador? averiguar,Deheza 2550,Ver en mapa,CABA,-34.541993,-58.475155,,✅,,,,✅,,,"Índice GCBA, Destinos",Escuela,U1-U3/Sin relevar,
PROP_0455,Propiedad dependiente de la Parroquia San Pablo,Alvarez Thomas Av. 745,Ver en mapa,CABA,-34.579892,-58.452512,Alvarez Thomas Av. 755 | Alvarez Thomas Av. 747 | Alvarez Thomas Av. 749 | Alvarez Thomas Av. 751 | Alvarez Thomas Av. 753,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0456,Propiedad dependiente de Caritas Bs. As.,Belgrano Av. 2944,Ver en mapa,CABA,-34.615,-58.407116,Belgrano Av. 2946 | Dean Funes 418 | Dean Funes 420,✅,,,,✅,,,"Índice GCBA, Destinos",Cáritas,U1-U3/Sin relevar,
PROP_0457,Plaza Serrano (llega hasta 1647 despues Jorge Luis Borges),"Borges, Jorge Luis 1847",Ver en mapa,CABA,-34.587151,-58.427679,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0458,Colegio Nuestra Señora de las Nieves,"Bosch, Ventura 6672",Ver en mapa,CABA,-34.642619,-58.520253,"Bosch, Ventura 6656 | #Ref!",✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Destinos",Escuela,U1,
PROP_0459,Propiedad dependiente de Cáritas Bs. As.,Martinez Castro 1168,Ver en mapa,CABA,-34.645227,-58.470414,,✅,,,,✅,,,"Índice GCBA, Destinos",Cáritas,U1-U3/Sin relevar,
PROP_0460,Misión Católica Eslovena en Argentina,"Falcon, Ramon L.,Cnel. 4154",Ver en mapa,CABA,-34.636116,-58.485416,"Falcon, Ramon L.,Cnel. 4164 | Falcon, Ramon L.,Cnel. 4150 | Falcon, Ramon L.,Cnel. 4158",✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Destinos",Cedidos a terceros,U5,
PROP_0461,Cerca Casa Salesiana San Antonio,"Bocayuva, Quintino 661",Ver en mapa,CABA,-34.619714,-58.422429,"Bocayuva, Quintino 663",✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0462,Parroquia Inmaculada de Lourdes (FLORES),Rivadavia y Pumacahua,Ver en mapa,CABA,-34.626153,-58.455378,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0463,Propiedad dependiente de la Conferencia Episcopal Paraguaya,Bogota 327,Ver en mapa,CABA,-34.614086,-58.436438,Bogota 331 | Bogota 329,✅,,,,✅,,,"Índice GCBA, Destinos",Instituciones diocesanas propias,U1-U3/Sin relevar,
PROP_0464,Casa al lado Insituto Madre de Dios,"Alvarez, Crisostomo 4674",Ver en mapa,CABA,-34.662415,-58.475446,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0465,Santuario Jesús Misericordioso,Miller 2735,Ver en mapa,CABA,-34.568794,-58.482917,Miller 2713 | Miller 2725 | Miller 2739,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Destinos",Parroquia y anexos,U1,
PROP_0466,Edificio en Belgrano - 2 cuadras de Elcano,"Olaguer y Feliu, Virrey 3178",Ver en mapa,CABA,-34.573786,-58.457348,"Olaguer y Feliu, Virrey 3192 | Conde 1379 | Conde 1389",✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0467,Colegio Parroquial Nuestra Señora de la Misericordia Mataderos.,Fonrouge 2861,Ver en mapa,CABA,-34.664172,-58.483795,Fonrouge 2865,✅,,,,✅,,,"Índice GCBA, Destinos",Escuela,U1-U3/Sin relevar,
PROP_0468,Propiedad destinada a Obras Misionales Pontificias,Castelli 180,Ver en mapa,CABA,-34.607942,-58.404779,Castelli 182,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Destinos",Comerciales,U2,
PROP_0469,Servicio Sacerdotal de urgencia,"Uriburu Jose E., Pres. 1632",Ver en mapa,CABA,-34.589837,-58.395515,"Uriburu Jose E., Pres. 1640",✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Destinos",Instituciones diocesanas propias,U1,
PROP_0470,Propiedad dependiente de la parroquia San José del Talar,"Artigas, Jose Gervasio, Gral. 3575",Ver en mapa,CABA,-34.59171,-58.490151,,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0471,Propiedad dependiente de parroquia Inmaculada Concepcíon,Independencia Av. 948,Ver en mapa,CABA,-34.617674,-58.379414,Independencia Av. 956 | Independencia Av. 950,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Destinos",Parroquia y anexos,U1,
PROP_0472,Jardín Maternal Cura Brochero Parroquia Virgen de Luján,"Masantonio, Herminio 3034",Ver en mapa,CABA,-34.64671,-58.404222,,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0473,Colegio San Martín de Tours,Ortiz De Ocampo y Libertador,Ver en mapa,CABA,-34.581292,-58.403676,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0474,Cerca Parroquia y Ateneo de la Virgen de los Desamparados ,Fernandez 560,Ver en mapa,CABA,-34.641667,-58.483705,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0475,Propiedad de la Parroquia San Cosme y San Damián,Fragata Cefiro 1716,Ver en mapa,CABA,-34.657728,-58.518916,,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0476,Colegio Instituto San Cosme y San Damián,Montiel 1717,Ver en mapa,CABA,-34.657152,-58.518131,,✅,,,,✅,,,"Índice GCBA, Destinos",Escuela,U1-U3/Sin relevar,
PROP_0477,Propiedad perteneciente a parroquia San Martín de Tours,Arcos 1549,Ver en mapa,CABA,-34.565517,-58.449368,Arcos 1551,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0478,Casa particular en el radio de Parroquia San Miguel Arcangel,Salcedo 3374,Ver en mapa,CABA,-34.633268,-58.412556,Salcedo 3376,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0479,Parroquia Nuestra Señora del Carmen,Santiago Del Estero 1602,Ver en mapa,CABA,-34.627136,-58.384311,"Santiago Del Estero 1610 | Garay, Juan De Av. 1294 | Garay, Juan De Av. 1300 | Garay, Juan De Av. 1298",✅,,,,✅,,,"Índice GCBA, Destinos","Parroquia y anexos, a definir",U1-U3/Sin relevar,
PROP_0480,Averiguar,Diaz Colodrero 3161,Ver en mapa,CABA,-34.567603,-58.490364,Diaz Colodrero 3165,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0481,Propiedad pertenece a Parroquia Virgen de los Milagros de Caacupé,Pepiri 1450,Ver en mapa,CABA,-34.654729,-58.406325,Pepiri 1452,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0482,Local Comercial,Diaz Colodrero 2321,Ver en mapa,CABA,-34.574269,-58.485065,Diaz Colodrero 2333,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0483,Propiedad dependiente del Hogar Sacerdotal ,Paso 278,Ver en mapa,CABA,-34.606691,-58.403566,Paso 282,✅,,,,✅,,,"Índice GCBA, Destinos",Instituciones diocesanas propias,U1-U3/Sin relevar,
PROP_0484,INSTITUTO JARDIN MATERNAL SAN JOSE A-1154,Itaqui 2855,Ver en mapa,CABA,-34.659056,-58.440018,Itaqui 2859,✅,,,,✅,,✅,"Índice GCBA, Destinos, Entes dependientes",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0485,COLEGIO MARIA BIANCHI DE COPELLO  A 364,"Pacheco De Melo, Jose Andres 2455",Ver en mapa,CABA,-34.588021,-58.399282,"Pacheco De Melo, Jose Andres 2461",✅,,,,✅,✅,✅,"Índice GCBA, Relevamiento, Destinos, Entes dependientes","Cedidos a terceros, Escuela",U5,
PROP_0486,Propiedad pertenciente a la Parroquia Nuestra Señora de las Nieves.,"Carballido, Jose E. 6316",Ver en mapa,CABA,-34.639916,-58.515747,"Carballido, Jose E. 6318",✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0487,iglesia san ramon nonato o el Instituto,Cervantes 1198,Ver en mapa,CABA,-34.62753,-58.501758,,✅,,,,,✅,,"Índice GCBA, Relevamiento",a definir,U2,
PROP_0488,Colegio Instituto Las Nieves,Santiago De Chile 6445,Ver en mapa,CABA,-34.643029,-58.517354,Santiago De Chile 6455 | Santiago De Chile 6461 | Santiago De Chile 6463 | Santiago De Chile 6449 | Santiago De Chile 6453,✅,,,,✅,,,"Índice GCBA, Destinos",Escuela,U1-U3/Sin relevar,
PROP_0489,"Casa del Clero y Local de libreria  Claretiana, al lado de Parroquia Nuestra Señora de Carmen.",Rodriguez Peña y Paraguay,Ver en mapa,CABA,-34.598618,-58.391662,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0490,Casa. Parece Jardin de infantes.,Uriarte 1733,Ver en mapa,CABA,-34.586462,-58.43052,Uriarte 1735,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0491,Propiedad dependiente de arzobispado de Buenos Aires para posada del orante.,Arcos 2971,Ver en mapa,CABA,-34.552215,-58.460861,,✅,,,,✅,,,"Índice GCBA, Destinos",Instituciones diocesanas propias,U1-U3/Sin relevar,
PROP_0492,Propiedad dependiente de la Parroquia Nuestra Señora de la Misericordia (Mataderos),Primera Junta 5637,Ver en mapa,CABA,-34.66168,-58.486181,Primera Junta 5639,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0493,Parroquia San Cosme y San Damián,"Schmidl, Ulrico 7470",Ver en mapa,CABA,-34.657457,-58.518934,"Schmidl, Ulrico y Molina",✅,,,,,✅,,"Índice GCBA, Relevamiento",a definir,U2,
PROP_0494,Atrás Pquia Madre de Dios,Saravia 2371,Ver en mapa,CABA,-34.659308,-58.475717,,✅,,,,,✅,,"Índice GCBA, Relevamiento",a definir,U1,
PROP_0495,Instituto San Cosme y San Damian nivel Primario,Pizarro y Molina,Ver en mapa,CABA,-34.658234,-58.517498,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0496,Casa cerca de Parroquia San Cosme y San Damian,Pizarro 7469,Ver en mapa,CABA,-34.658456,-58.517801,Fragata Cefiro 1796,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0497,HOGAR SAN RAFAEL,"Calderon De La Barca, Pedro 3056",Ver en mapa,CABA,-34.613843,-58.522523,"Calderon De La Barca, Pedro 3058",✅,,,,✅,✅,✅,"Índice GCBA, Relevamiento, Destinos, Entes dependientes",Escuela,U1,
PROP_0498,Propiedad dependiente de la parroquia San José del Talar,"Artigas, Jose Gervasio, Gral. 3553",Ver en mapa,CABA,-34.591805,-58.490066,,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0499,parroquia ntra Sra de Lujan del Buen Viaje,Grecia y Ramallo,Ver en mapa,CABA,-34.540531,-58.467723,,✅,,,,,✅,,"Índice GCBA, Relevamiento",a definir,U5,
PROP_0500,CARITAS BUENOS AIRES IGLESIA CATOLICA,"Mansilla, Lucio Norberto, Gral. 2446",Ver en mapa,CABA,-34.596858,-58.402358,"Mansilla, Lucio Norberto, Gral. 2448",✅,,,,✅,✅,✅,"Índice GCBA, Relevamiento, Destinos, Entes dependientes",Cáritas,U2,
PROP_0501,Congregación de Los Oblatos de María,Escalada Av. 2322,Ver en mapa,CABA,-34.659454,-58.476664,,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Destinos",Cedidos a terceros,U2,
PROP_0502,Enfrente pquia Santa Clara. Puede ser Eduardo_430,Zuviria 2686,Ver en mapa,CABA,-34.643045,-58.456039,Zuviria 2688,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0503,ESCUELA INFANTIL CURA BROCHERO,"Masantonio, Herminio 3012",Ver en mapa,CABA,-34.646657,-58.404114,"Masantonio, Herminio 3014",✅,,,,✅,,✅,"Índice GCBA, Destinos, Entes dependientes",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0504,Propiedad Comercial del Arzobispado,Doblas 1680,Ver en mapa,CABA,-34.635896,-58.427324,,✅,,,,✅,,,"Índice GCBA, Destinos","Comerciales, a definir",U1-U3/Sin relevar,
PROP_0505,CENTRO EDUCATIVO SAN FRANCISCO JAVIER,"Borges, Jorge Luis 1851",Ver en mapa,CABA,-34.587063,-58.427544,"Borges, Jorge Luis 1883",✅,,,,,,✅,"Índice GCBA, Entes dependientes",a definir,U1-U3/Sin relevar,
PROP_0506,al lado Parroquia Nuestra Señora de Rosario.,Nicaragua y Bonpland,Ver en mapa,CABA,-34.580877,-58.434512,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0507,Propiedad dependiente de la Parroquia Nuestra Señora de la Candelaria,Bahia Blanca 323,Ver en mapa,CABA,-34.629912,-58.481914,Bahia Blanca 327,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0508,Casa cerca Devoto Shoping,"Coghlan, Juan M. 4734",Ver en mapa,CABA,-34.611568,-58.513178,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0509,Instituto La Candelaria,"Aranguren, Juan F., Dr. 4029",Ver en mapa,CABA,-34.628702,-58.486035,"Aranguren, Juan F., Dr. 4031",✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0510,INSTITUTO ADELIA MARIA HARILAOS DE OLMOSA 516,"Aranguren, Juan F., Dr. 4001",Ver en mapa,CABA,-34.628643,-58.485795,"Aranguren, Juan F., Dr. 4015 | Mercedes 534 | Mercedes 536",✅,,,,,,✅,"Índice GCBA, Entes dependientes",a definir,U1-U3/Sin relevar,
PROP_0511,COLEGIO PARROQUIAL NUESTRA SEÑORA DE LA ANUNCIACION,Barzana 2040,Ver en mapa,CABA,-34.580201,-58.487081,Barzana 2025 | Barzana 2027 | Barzana 2034,✅,,,,✅,✅,✅,"Índice GCBA, Relevamiento, Destinos, Entes dependientes",Escuela,U5,
PROP_0512,Propiedad Comercial del Arzobispado,Beyrouth 4945,Ver en mapa,CABA,-34.626389,-58.501764,,✅,,,,✅,,,"Índice GCBA, Destinos",Comerciales,U1-U3/Sin relevar,
PROP_0513,Hogar de Cristo.,Matanza 2781,Ver en mapa,CABA,-34.652728,-58.43201,,✅,,,,✅,,,"Índice GCBA, Destinos",Instituciones diocesanas propias,U1-U3/Sin relevar,
PROP_0514,Instituto Esba Flores,"Falcon, Ramon L.,Cnel. 2671",Ver en mapa,CABA,-34.631154,-58.465942,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0515,INSTITUTO PARROQUIAL MADRE DE DIOS,"Alvarez, Crisostomo 4680",Ver en mapa,CABA,-34.662471,-58.475511,,✅,,,,✅,,✅,"Índice GCBA, Destinos, Entes dependientes",Escuela,U1-U3/Sin relevar,
PROP_0516,Propiedad solo PB al lado instituto San José de Flores,"Bonifacio, Jose 2447",Ver en mapa,CABA,-34.632571,-58.461945,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0517,Propiedad para la Parroquia María Reina,Cullen 5723,Ver en mapa,CABA,-34.57663,-58.494799,Cullen 5725,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0518,Propiedad dependiente de Sede Asociación Obra Conservación de la Fe y Pensionado,Ayacucho 1451,Ver en mapa,CABA,-34.592319,-58.394447,Ayacucho 1453 | Ayacucho 1455,✅,,,,✅,,,"Índice GCBA, Destinos",Instituciones diocesanas propias,U1-U3/Sin relevar,
PROP_0519,Escuela Emilia Montiel de Pirán- Hnas. Dominicas,Bauness 2647,Ver en mapa,CABA,-34.573066,-58.489188,Bauness 2655 | Bauness 2651,✅,,,,✅,,,"Índice GCBA, Destinos","Escuela, Cedidos a terceros",U1-U3/Sin relevar,
PROP_0520,Colegio Hermanos Maristas (Mac Nab Bernal),Saladillo 5282,Ver en mapa,CABA,-34.690749,-58.477741,"Saladillo 5286 | Itaqui 6879 | Fernandez De La Cruz, F., Gral. Av. 6838 | Fernandez De La Cruz, F., Gral. Av. 6880",✅,,,,✅,,,"Índice GCBA, Destinos","Escuela, Cedidos a terceros",U1-U3/Sin relevar,
PROP_0521,Instituto Ntra Sra del Carmen,Bauness 2631,Ver en mapa,CABA,-34.573167,-58.489107,Bauness 2635,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Destinos","Escuela, Cedidos a terceros",U1,
PROP_0522,Congregación Hermanas San Antonio de Padua. Colegio San Antonio de Padua,Tilcara 3178,Ver en mapa,CABA,-34.65279,-58.418847,Tilcara 3186,✅,,,,✅,,,"Índice GCBA, Destinos","Cedidos a terceros, Escuela",U1-U3/Sin relevar,
